Site,Treatment,Yr_Month,Site_ym,Blackbear,Wolf,Coyote,Lynx,Caribou,WTDeer,Moose,Year,Month,ActiveDays,Dist2Water_km,SnowDays,pSnow
Algar09,Control,2016-10,Algar09 2016-10,1,0,0,0,0,0,0,2016,10,31,1.78605374,22,0.709677419
Algar09,Control,2016-11,Algar09 2016-11,0,1,0,0,0,0,0,2016,11,30,1.78605374,7,0.233333333
Algar09,Control,2016-12,Algar09 2016-12,0,0,0,0,0,0,0,2016,12,31,1.78605374,31,1
Algar09,Control,2017-01,Algar09 2017-01,0,0,0,0,0,0,0,2017,1,31,1.78605374,31,1
Algar09,Control,2017-02,Algar09 2017-02,0,0,0,0,0,0,0,2017,2,28,1.78605374,28,1
Algar09,Control,2017-03,Algar09 2017-03,0,0,0,0,0,0,0,2017,3,31,1.78605374,28,0.903225806
Algar09,Control,2017-04,Algar09 2017-04,0,0,0,0,0,0,0,2017,4,30,1.78605374,7,0.233333333
Algar09,Control,2017-05,Algar09 2017-05,0,0,0,0,2,0,0,2017,5,29,1.78605374,0,0
Algar09,Control,2017-06,Algar09 2017-06,0,0,0,0,0,0,0,2017,6,0,1.78605374,0,NA
Algar09,Control,2017-07,Algar09 2017-07,0,0,0,0,0,0,0,2017,7,0,1.78605374,0,NA
Algar09,Control,2017-08,Algar09 2017-08,0,0,0,0,0,0,0,2017,8,0,1.78605374,0,NA
Algar09,Control,2017-09,Algar09 2017-09,0,0,0,0,0,0,0,2017,9,0,1.78605374,0,NA
Algar09,Control,2017-10,Algar09 2017-10,0,0,0,0,0,0,0,2017,10,0,1.78605374,0,NA
Algar09,Control,2017-11,Algar09 2017-11,0,0,0,0,0,0,0,2017,11,22,1.78605374,22,1
Algar09,Control,2017-12,Algar09 2017-12,0,0,0,0,0,0,0,2017,12,31,1.78605374,31,1
Algar09,Control,2018-01,Algar09 2018-01,0,0,0,0,0,0,0,2018,1,31,1.78605374,31,1
Algar09,Control,2018-02,Algar09 2018-02,0,0,0,0,1,0,0,2018,2,28,1.78605374,28,1
Algar09,Control,2018-03,Algar09 2018-03,0,2,0,0,0,0,0,2018,3,31,1.78605374,31,1
Algar09,Control,2018-04,Algar09 2018-04,0,0,0,0,0,0,0,2018,4,8,1.78605374,8,1
Algar10,Control,2015-11,Algar10 2015-11,0,0,1,0,0,4,0,2015,11,25,2.427972247,16,0.64
Algar10,Control,2015-12,Algar10 2015-12,0,0,0,0,0,0,0,2015,12,31,2.427972247,31,1
Algar10,Control,2016-01,Algar10 2016-01,0,0,0,0,0,0,0,2016,1,31,2.427972247,31,1
Algar10,Control,2016-02,Algar10 2016-02,0,0,0,0,0,0,0,2016,2,29,2.427972247,29,1
Algar10,Control,2016-03,Algar10 2016-03,0,0,0,0,0,0,0,2016,3,31,2.427972247,31,1
Algar10,Control,2016-04,Algar10 2016-04,0,0,0,0,0,1,0,2016,4,30,2.427972247,12,0.4
Algar10,Control,2016-05,Algar10 2016-05,0,2,0,0,0,3,0,2016,5,31,2.427972247,0,0
Algar10,Control,2016-06,Algar10 2016-06,0,0,1,1,0,3,0,2016,6,30,2.427972247,0,0
Algar10,Control,2016-07,Algar10 2016-07,0,1,0,0,1,1,0,2016,7,31,2.427972247,0,0
Algar10,Control,2016-08,Algar10 2016-08,1,0,0,0,0,0,0,2016,8,31,2.427972247,0,0
Algar10,Control,2016-09,Algar10 2016-09,1,0,0,0,0,0,0,2016,9,30,2.427972247,0,0
Algar10,Control,2016-10,Algar10 2016-10,0,0,0,1,0,0,0,2016,10,31,2.427972247,23,0.741935484
Algar10,Control,2016-11,Algar10 2016-11,0,0,0,1,0,1,0,2016,11,30,2.427972247,23,0.766666667
Algar10,Control,2016-12,Algar10 2016-12,0,0,0,0,0,0,0,2016,12,31,2.427972247,31,1
Algar10,Control,2017-01,Algar10 2017-01,0,0,0,0,0,0,0,2017,1,31,2.427972247,31,1
Algar10,Control,2017-02,Algar10 2017-02,0,0,0,0,0,0,0,2017,2,28,2.427972247,28,1
Algar10,Control,2017-03,Algar10 2017-03,0,0,0,0,0,0,0,2017,3,31,2.427972247,31,1
Algar10,Control,2017-04,Algar10 2017-04,0,1,0,0,0,2,0,2017,4,30,2.427972247,12,0.4
Algar10,Control,2017-05,Algar10 2017-05,0,0,0,0,1,2,0,2017,5,31,2.427972247,1,0.032258065
Algar10,Control,2017-06,Algar10 2017-06,4,1,0,0,0,2,1,2017,6,30,2.427972247,0,0
Algar10,Control,2017-07,Algar10 2017-07,2,0,0,0,0,1,0,2017,7,31,2.427972247,0,0
Algar10,Control,2017-08,Algar10 2017-08,2,0,0,0,0,1,1,2017,8,31,2.427972247,0,0
Algar10,Control,2017-09,Algar10 2017-09,5,0,0,0,0,0,0,2017,9,30,2.427972247,0,0
Algar10,Control,2017-10,Algar10 2017-10,0,0,0,0,0,0,0,2017,10,31,2.427972247,13,0.419354839
Algar10,Control,2017-11,Algar10 2017-11,0,0,0,0,0,0,0,2017,11,22,2.427972247,22,1
Algar10,Control,2017-12,Algar10 2017-12,0,0,0,0,0,0,0,2017,12,0,2.427972247,0,NA
Algar10,Control,2018-01,Algar10 2018-01,0,0,0,0,0,0,0,2018,1,0,2.427972247,0,NA
Algar10,Control,2018-02,Algar10 2018-02,0,0,0,0,0,0,0,2018,2,0,2.427972247,0,NA
Algar10,Control,2018-03,Algar10 2018-03,0,0,0,0,0,0,0,2018,3,0,2.427972247,0,NA
Algar10,Control,2018-04,Algar10 2018-04,0,0,0,0,0,0,0,2018,4,0,2.427972247,0,NA
Algar11,Control,2015-11,Algar11 2015-11,0,0,0,0,0,0,0,2015,11,24,0.585239247,15,0.625
Algar11,Control,2015-12,Algar11 2015-12,0,0,0,0,0,0,0,2015,12,31,0.585239247,31,1
Algar11,Control,2016-01,Algar11 2016-01,0,0,0,0,0,0,0,2016,1,31,0.585239247,31,1
Algar11,Control,2016-02,Algar11 2016-02,0,0,0,0,0,0,0,2016,2,29,0.585239247,29,1
Algar11,Control,2016-03,Algar11 2016-03,0,0,0,0,0,0,0,2016,3,31,0.585239247,31,1
Algar11,Control,2016-04,Algar11 2016-04,0,0,0,0,0,0,0,2016,4,30,0.585239247,5,0.166666667
Algar11,Control,2016-05,Algar11 2016-05,1,0,0,0,0,0,0,2016,5,31,0.585239247,0,0
Algar11,Control,2016-06,Algar11 2016-06,0,0,0,0,0,0,0,2016,6,30,0.585239247,0,0
Algar11,Control,2016-07,Algar11 2016-07,0,0,0,0,0,1,0,2016,7,31,0.585239247,0,0
Algar11,Control,2016-08,Algar11 2016-08,1,0,0,0,0,1,0,2016,8,31,0.585239247,0,0
Algar11,Control,2016-09,Algar11 2016-09,0,0,0,0,0,0,0,2016,9,30,0.585239247,0,0
Algar11,Control,2016-10,Algar11 2016-10,0,0,0,0,0,0,0,2016,10,31,0.585239247,13,0.419354839
Algar11,Control,2016-11,Algar11 2016-11,0,0,0,0,0,0,0,2016,11,30,0.585239247,5,0.166666667
Algar11,Control,2016-12,Algar11 2016-12,0,0,0,0,0,0,0,2016,12,31,0.585239247,31,1
Algar11,Control,2017-01,Algar11 2017-01,0,0,0,0,0,0,0,2017,1,31,0.585239247,31,1
Algar11,Control,2017-02,Algar11 2017-02,0,0,0,0,0,0,0,2017,2,28,0.585239247,28,1
Algar11,Control,2017-03,Algar11 2017-03,0,0,0,0,0,0,0,2017,3,31,0.585239247,30,0.967741935
Algar11,Control,2017-04,Algar11 2017-04,1,0,0,0,0,0,0,2017,4,30,0.585239247,7,0.233333333
Algar11,Control,2017-05,Algar11 2017-05,0,0,0,0,0,1,0,2017,5,31,0.585239247,0,0
Algar11,Control,2017-06,Algar11 2017-06,0,0,0,0,0,0,0,2017,6,1,0.585239247,0,0
Algar11,Control,2017-07,Algar11 2017-07,0,0,0,0,0,0,0,2017,7,0,0.585239247,0,NA
Algar11,Control,2017-08,Algar11 2017-08,0,0,0,0,0,0,0,2017,8,0,0.585239247,0,NA
Algar11,Control,2017-09,Algar11 2017-09,0,0,0,0,0,0,0,2017,9,0,0.585239247,0,NA
Algar11,Control,2017-10,Algar11 2017-10,0,0,0,0,0,0,0,2017,10,0,0.585239247,0,NA
Algar11,Control,2017-11,Algar11 2017-11,0,0,0,0,0,0,0,2017,11,23,0.585239247,23,1
Algar11,Control,2017-12,Algar11 2017-12,0,0,0,0,0,0,0,2017,12,31,0.585239247,31,1
Algar11,Control,2018-01,Algar11 2018-01,0,0,0,0,0,0,0,2018,1,31,0.585239247,31,1
Algar11,Control,2018-02,Algar11 2018-02,0,0,0,0,0,0,0,2018,2,28,0.585239247,28,1
Algar11,Control,2018-03,Algar11 2018-03,0,0,0,0,0,0,0,2018,3,31,0.585239247,31,1
Algar11,Control,2018-04,Algar11 2018-04,0,0,0,0,0,0,0,2018,4,7,0.585239247,7,1
Algar12,Control,2015-11,Algar12 2015-11,0,0,0,0,0,10,0,2015,11,24,0.135329213,15,0.625
Algar12,Control,2015-12,Algar12 2015-12,0,0,0,0,0,11,0,2015,12,31,0.135329213,31,1
Algar12,Control,2016-01,Algar12 2016-01,0,0,0,0,0,2,0,2016,1,31,0.135329213,31,1
Algar12,Control,2016-02,Algar12 2016-02,0,0,0,0,0,0,0,2016,2,29,0.135329213,29,1
Algar12,Control,2016-03,Algar12 2016-03,0,0,0,0,0,0,0,2016,3,31,0.135329213,31,1
Algar12,Control,2016-04,Algar12 2016-04,0,0,0,0,0,6,0,2016,4,30,0.135329213,7,0.233333333
Algar12,Control,2016-05,Algar12 2016-05,0,0,0,0,0,5,0,2016,5,31,0.135329213,0,0
Algar12,Control,2016-06,Algar12 2016-06,0,0,0,0,0,0,0,2016,6,30,0.135329213,0,0
Algar12,Control,2016-07,Algar12 2016-07,0,0,0,0,0,2,0,2016,7,31,0.135329213,0,0
Algar12,Control,2016-08,Algar12 2016-08,0,0,0,0,0,1,0,2016,8,31,0.135329213,0,0
Algar12,Control,2016-09,Algar12 2016-09,0,0,0,0,0,1,0,2016,9,30,0.135329213,0,0
Algar12,Control,2016-10,Algar12 2016-10,0,0,0,0,0,1,1,2016,10,31,0.135329213,23,0.741935484
Algar12,Control,2016-11,Algar12 2016-11,0,0,0,0,0,0,0,2016,11,30,0.135329213,7,0.233333333
Algar12,Control,2016-12,Algar12 2016-12,0,0,0,0,0,4,0,2016,12,31,0.135329213,31,1
Algar12,Control,2017-01,Algar12 2017-01,0,0,0,0,0,2,0,2017,1,31,0.135329213,31,1
Algar12,Control,2017-02,Algar12 2017-02,0,0,0,0,0,0,0,2017,2,28,0.135329213,28,1
Algar12,Control,2017-03,Algar12 2017-03,0,0,0,0,0,0,0,2017,3,31,0.135329213,31,1
Algar12,Control,2017-04,Algar12 2017-04,0,0,0,0,0,3,1,2017,4,30,0.135329213,9,0.3
Algar12,Control,2017-05,Algar12 2017-05,0,0,0,0,0,12,1,2017,5,31,0.135329213,0,0
Algar12,Control,2017-06,Algar12 2017-06,0,0,0,0,0,0,0,2017,6,2,0.135329213,0,0
Algar12,Control,2017-07,Algar12 2017-07,0,0,0,0,0,0,0,2017,7,0,0.135329213,0,NA
Algar12,Control,2017-08,Algar12 2017-08,0,0,0,0,0,0,0,2017,8,0,0.135329213,0,NA
Algar12,Control,2017-09,Algar12 2017-09,0,0,0,0,0,0,0,2017,9,0,0.135329213,0,NA
Algar12,Control,2017-10,Algar12 2017-10,0,0,0,0,0,0,0,2017,10,0,0.135329213,0,NA
Algar12,Control,2017-11,Algar12 2017-11,0,0,0,0,0,7,0,2017,11,23,0.135329213,20,0.869565217
Algar12,Control,2017-12,Algar12 2017-12,0,0,0,0,0,0,0,2017,12,31,0.135329213,31,1
Algar12,Control,2018-01,Algar12 2018-01,0,0,0,0,0,0,0,2018,1,31,0.135329213,31,1
Algar12,Control,2018-02,Algar12 2018-02,0,0,0,0,0,0,0,2018,2,28,0.135329213,28,1
Algar12,Control,2018-03,Algar12 2018-03,0,0,0,0,0,0,0,2018,3,31,0.135329213,31,1
Algar12,Control,2018-04,Algar12 2018-04,0,0,0,0,0,0,0,2018,4,7,0.135329213,7,1
Algar13,SPP,2015-11,Algar13 2015-11,0,0,0,0,0,0,0,2015,11,26,1.554067079,15,0.576923077
Algar13,SPP,2015-12,Algar13 2015-12,0,0,0,0,0,0,0,2015,12,31,1.554067079,31,1
Algar13,SPP,2016-01,Algar13 2016-01,0,0,0,0,0,0,0,2016,1,31,1.554067079,31,1
Algar13,SPP,2016-02,Algar13 2016-02,0,0,0,0,2,0,0,2016,2,29,1.554067079,29,1
Algar13,SPP,2016-03,Algar13 2016-03,0,0,0,0,0,0,0,2016,3,31,1.554067079,31,1
Algar13,SPP,2016-04,Algar13 2016-04,0,0,0,1,1,0,0,2016,4,30,1.554067079,7,0.233333333
Algar13,SPP,2016-05,Algar13 2016-05,1,0,0,1,4,0,0,2016,5,31,1.554067079,0,0
Algar13,SPP,2016-06,Algar13 2016-06,1,0,0,0,0,0,0,2016,6,30,1.554067079,0,0
Algar13,SPP,2016-07,Algar13 2016-07,3,0,0,0,0,0,0,2016,7,31,1.554067079,0,0
Algar13,SPP,2016-08,Algar13 2016-08,0,1,0,0,0,0,0,2016,8,31,1.554067079,0,0
Algar13,SPP,2016-09,Algar13 2016-09,0,0,1,0,0,0,0,2016,9,30,1.554067079,0,0
Algar13,SPP,2016-10,Algar13 2016-10,0,0,0,0,0,0,0,2016,10,31,1.554067079,23,0.741935484
Algar13,SPP,2016-11,Algar13 2016-11,0,0,0,0,0,0,1,2016,11,30,1.554067079,11,0.366666667
Algar13,SPP,2016-12,Algar13 2016-12,0,0,0,0,2,0,0,2016,12,31,1.554067079,31,1
Algar13,SPP,2017-01,Algar13 2017-01,0,1,0,0,1,0,0,2017,1,31,1.554067079,31,1
Algar13,SPP,2017-02,Algar13 2017-02,0,1,0,0,0,0,0,2017,2,28,1.554067079,28,1
Algar13,SPP,2017-03,Algar13 2017-03,0,0,0,0,0,0,0,2017,3,31,1.554067079,28,0.903225806
Algar13,SPP,2017-04,Algar13 2017-04,0,0,0,0,0,0,0,2017,4,21,1.554067079,7,0.333333333
Algar13,SPP,2017-05,Algar13 2017-05,0,0,0,0,0,0,0,2017,5,0,1.554067079,0,NA
Algar13,SPP,2017-06,Algar13 2017-06,0,0,0,0,0,0,0,2017,6,0,1.554067079,0,NA
Algar13,SPP,2017-07,Algar13 2017-07,0,0,0,0,0,0,0,2017,7,0,1.554067079,0,NA
Algar13,SPP,2017-08,Algar13 2017-08,0,0,0,0,0,0,0,2017,8,0,1.554067079,0,NA
Algar13,SPP,2017-09,Algar13 2017-09,0,0,0,0,0,0,0,2017,9,0,1.554067079,0,NA
Algar13,SPP,2017-10,Algar13 2017-10,0,0,0,0,0,0,0,2017,10,0,1.554067079,0,NA
Algar13,SPP,2017-11,Algar13 2017-11,0,0,0,0,2,0,0,2017,11,23,1.554067079,23,1
Algar13,SPP,2017-12,Algar13 2017-12,0,0,0,0,0,0,0,2017,12,31,1.554067079,31,1
Algar13,SPP,2018-01,Algar13 2018-01,0,0,0,0,0,0,0,2018,1,31,1.554067079,31,1
Algar13,SPP,2018-02,Algar13 2018-02,0,0,0,0,0,0,0,2018,2,28,1.554067079,28,1
Algar13,SPP,2018-03,Algar13 2018-03,0,0,0,0,0,0,0,2018,3,31,1.554067079,31,1
Algar13,SPP,2018-04,Algar13 2018-04,0,0,0,0,0,0,0,2018,4,7,1.554067079,6,0.857142857
Algar14,SPP,2015-11,Algar14 2015-11,0,0,0,0,0,0,0,2015,11,26,3.793007429,15,0.576923077
Algar14,SPP,2015-12,Algar14 2015-12,0,0,0,0,0,0,3,2015,12,31,3.793007429,31,1
Algar14,SPP,2016-01,Algar14 2016-01,0,0,0,0,0,0,1,2016,1,31,3.793007429,31,1
Algar14,SPP,2016-02,Algar14 2016-02,0,0,0,0,0,0,0,2016,2,29,3.793007429,29,1
Algar14,SPP,2016-03,Algar14 2016-03,0,0,1,0,0,0,0,2016,3,31,3.793007429,31,1
Algar14,SPP,2016-04,Algar14 2016-04,1,0,0,0,3,0,0,2016,4,30,3.793007429,5,0.166666667
Algar14,SPP,2016-05,Algar14 2016-05,0,0,0,0,0,0,0,2016,5,31,3.793007429,0,0
Algar14,SPP,2016-06,Algar14 2016-06,1,0,0,0,0,0,0,2016,6,30,3.793007429,0,0
Algar14,SPP,2016-07,Algar14 2016-07,0,1,0,0,0,0,0,2016,7,31,3.793007429,0,0
Algar14,SPP,2016-08,Algar14 2016-08,0,0,1,1,0,0,0,2016,8,31,3.793007429,0,0
Algar14,SPP,2016-09,Algar14 2016-09,0,0,0,0,1,0,1,2016,9,30,3.793007429,0,0
Algar14,SPP,2016-10,Algar14 2016-10,0,0,0,0,0,0,0,2016,10,31,3.793007429,12,0.387096774
Algar14,SPP,2016-11,Algar14 2016-11,0,0,0,0,0,0,0,2016,11,30,3.793007429,0,0
Algar14,SPP,2016-12,Algar14 2016-12,0,1,0,0,0,0,0,2016,12,31,3.793007429,31,1
Algar14,SPP,2017-01,Algar14 2017-01,0,0,0,0,0,0,0,2017,1,31,3.793007429,31,1
Algar14,SPP,2017-02,Algar14 2017-02,0,0,0,0,0,0,0,2017,2,28,3.793007429,28,1
Algar14,SPP,2017-03,Algar14 2017-03,0,0,0,0,0,0,0,2017,3,31,3.793007429,30,0.967741935
Algar14,SPP,2017-04,Algar14 2017-04,0,0,0,0,0,0,0,2017,4,22,3.793007429,6,0.272727273
Algar14,SPP,2017-05,Algar14 2017-05,0,0,0,0,0,0,0,2017,5,0,3.793007429,0,NA
Algar14,SPP,2017-06,Algar14 2017-06,0,0,0,0,0,0,0,2017,6,0,3.793007429,0,NA
Algar14,SPP,2017-07,Algar14 2017-07,0,0,0,0,0,0,0,2017,7,0,3.793007429,0,NA
Algar14,SPP,2017-08,Algar14 2017-08,0,0,0,0,0,0,0,2017,8,0,3.793007429,0,NA
Algar14,SPP,2017-09,Algar14 2017-09,0,0,0,0,0,0,0,2017,9,0,3.793007429,0,NA
Algar14,SPP,2017-10,Algar14 2017-10,0,0,0,0,0,0,0,2017,10,0,3.793007429,0,NA
Algar14,SPP,2017-11,Algar14 2017-11,0,0,0,0,2,0,0,2017,11,23,3.793007429,23,1
Algar14,SPP,2017-12,Algar14 2017-12,0,0,0,0,0,0,2,2017,12,31,3.793007429,31,1
Algar14,SPP,2018-01,Algar14 2018-01,0,1,0,0,0,0,0,2018,1,31,3.793007429,31,1
Algar14,SPP,2018-02,Algar14 2018-02,0,0,0,0,0,0,0,2018,2,28,3.793007429,28,1
Algar14,SPP,2018-03,Algar14 2018-03,0,0,0,0,0,0,0,2018,3,31,3.793007429,31,1
Algar14,SPP,2018-04,Algar14 2018-04,0,0,0,0,0,0,0,2018,4,7,3.793007429,6,0.857142857
Algar15,SPP,2015-11,Algar15 2015-11,0,0,0,0,0,0,0,2015,11,26,0.244075793,16,0.615384615
Algar15,SPP,2015-12,Algar15 2015-12,0,0,0,0,0,0,0,2015,12,31,0.244075793,31,1
Algar15,SPP,2016-01,Algar15 2016-01,0,0,0,0,0,0,0,2016,1,31,0.244075793,31,1
Algar15,SPP,2016-02,Algar15 2016-02,0,0,0,0,0,0,0,2016,2,29,0.244075793,29,1
Algar15,SPP,2016-03,Algar15 2016-03,0,0,0,0,0,0,0,2016,3,31,0.244075793,31,1
Algar15,SPP,2016-04,Algar15 2016-04,0,0,0,0,0,0,0,2016,4,30,0.244075793,9,0.3
Algar15,SPP,2016-05,Algar15 2016-05,0,1,0,0,0,0,0,2016,5,31,0.244075793,0,0
Algar15,SPP,2016-06,Algar15 2016-06,6,0,0,0,0,0,1,2016,6,30,0.244075793,0,0
Algar15,SPP,2016-07,Algar15 2016-07,1,0,0,0,0,0,0,2016,7,31,0.244075793,0,0
Algar15,SPP,2016-08,Algar15 2016-08,5,0,0,0,0,0,0,2016,8,31,0.244075793,0,0
Algar15,SPP,2016-09,Algar15 2016-09,0,0,0,0,0,0,0,2016,9,30,0.244075793,0,0
Algar15,SPP,2016-10,Algar15 2016-10,0,0,0,0,0,0,0,2016,10,31,0.244075793,20,0.64516129
Algar15,SPP,2016-11,Algar15 2016-11,0,0,0,0,0,0,0,2016,11,30,0.244075793,7,0.233333333
Algar15,SPP,2016-12,Algar15 2016-12,0,0,0,0,0,0,0,2016,12,31,0.244075793,31,1
Algar15,SPP,2017-01,Algar15 2017-01,0,0,0,0,0,0,0,2017,1,31,0.244075793,31,1
Algar15,SPP,2017-02,Algar15 2017-02,0,0,0,0,0,0,0,2017,2,28,0.244075793,28,1
Algar15,SPP,2017-03,Algar15 2017-03,0,0,0,0,0,0,0,2017,3,31,0.244075793,31,1
Algar15,SPP,2017-04,Algar15 2017-04,0,2,0,0,0,0,0,2017,4,30,0.244075793,13,0.433333333
Algar15,SPP,2017-05,Algar15 2017-05,1,0,0,0,0,0,3,2017,5,31,0.244075793,0,0
Algar15,SPP,2017-06,Algar15 2017-06,0,0,0,0,0,0,1,2017,6,30,0.244075793,0,0
Algar15,SPP,2017-07,Algar15 2017-07,0,0,0,0,0,0,0,2017,7,31,0.244075793,0,0
Algar15,SPP,2017-08,Algar15 2017-08,0,0,0,0,0,1,1,2017,8,31,0.244075793,0,0
Algar15,SPP,2017-09,Algar15 2017-09,0,0,0,0,0,0,1,2017,9,30,0.244075793,0,0
Algar15,SPP,2017-10,Algar15 2017-10,0,0,0,0,0,0,0,2017,10,31,0.244075793,10,0.322580645
Algar15,SPP,2017-11,Algar15 2017-11,0,0,0,0,0,0,0,2017,11,30,0.244075793,30,1
Algar15,SPP,2017-12,Algar15 2017-12,0,0,0,0,0,0,0,2017,12,6,0.244075793,6,1
Algar15,SPP,2018-01,Algar15 2018-01,0,0,0,0,0,0,0,2018,1,0,0.244075793,0,NA
Algar15,SPP,2018-02,Algar15 2018-02,0,0,0,0,0,0,0,2018,2,0,0.244075793,0,NA
Algar15,SPP,2018-03,Algar15 2018-03,0,0,0,0,0,0,0,2018,3,0,0.244075793,0,NA
Algar15,SPP,2018-04,Algar15 2018-04,0,0,0,0,0,0,0,2018,4,0,0.244075793,0,NA
Algar16,SPP,2015-11,Algar16 2015-11,0,1,3,2,0,0,0,2015,11,25,1.83070835,17,0.68
Algar16,SPP,2015-12,Algar16 2015-12,0,0,0,0,0,0,0,2015,12,31,1.83070835,31,1
Algar16,SPP,2016-01,Algar16 2016-01,0,0,0,0,0,0,0,2016,1,31,1.83070835,31,1
Algar16,SPP,2016-02,Algar16 2016-02,0,0,0,0,0,0,0,2016,2,29,1.83070835,29,1
Algar16,SPP,2016-03,Algar16 2016-03,0,0,0,0,0,0,0,2016,3,31,1.83070835,31,1
Algar16,SPP,2016-04,Algar16 2016-04,0,0,0,0,0,0,0,2016,4,30,1.83070835,12,0.4
Algar16,SPP,2016-05,Algar16 2016-05,0,0,0,0,0,0,0,2016,5,31,1.83070835,0,0
Algar16,SPP,2016-06,Algar16 2016-06,1,0,0,0,0,0,0,2016,6,30,1.83070835,0,0
Algar16,SPP,2016-07,Algar16 2016-07,1,0,0,1,0,0,0,2016,7,31,1.83070835,0,0
Algar16,SPP,2016-08,Algar16 2016-08,3,0,1,0,0,1,0,2016,8,31,1.83070835,0,0
Algar16,SPP,2016-09,Algar16 2016-09,0,0,1,0,0,1,0,2016,9,30,1.83070835,0,0
Algar16,SPP,2016-10,Algar16 2016-10,0,0,0,3,0,0,0,2016,10,31,1.83070835,23,0.741935484
Algar16,SPP,2016-11,Algar16 2016-11,0,0,0,0,0,0,0,2016,11,30,1.83070835,21,0.7
Algar16,SPP,2016-12,Algar16 2016-12,0,0,1,0,0,0,0,2016,12,31,1.83070835,31,1
Algar16,SPP,2017-01,Algar16 2017-01,0,0,0,0,0,0,0,2017,1,31,1.83070835,31,1
Algar16,SPP,2017-02,Algar16 2017-02,0,0,0,0,0,0,0,2017,2,28,1.83070835,28,1
Algar16,SPP,2017-03,Algar16 2017-03,0,0,0,0,0,0,0,2017,3,31,1.83070835,31,1
Algar16,SPP,2017-04,Algar16 2017-04,0,0,2,0,0,0,0,2017,4,30,1.83070835,8,0.266666667
Algar16,SPP,2017-05,Algar16 2017-05,1,0,0,0,0,0,0,2017,5,31,1.83070835,0,0
Algar16,SPP,2017-06,Algar16 2017-06,1,0,0,0,0,0,0,2017,6,30,1.83070835,0,0
Algar16,SPP,2017-07,Algar16 2017-07,0,0,0,0,0,1,0,2017,7,31,1.83070835,0,0
Algar16,SPP,2017-08,Algar16 2017-08,1,1,0,0,0,0,0,2017,8,31,1.83070835,0,0
Algar16,SPP,2017-09,Algar16 2017-09,0,0,1,0,0,0,0,2017,9,30,1.83070835,0,0
Algar16,SPP,2017-10,Algar16 2017-10,0,0,1,0,0,0,0,2017,10,31,1.83070835,12,0.387096774
Algar16,SPP,2017-11,Algar16 2017-11,0,0,1,0,0,0,0,2017,11,30,1.83070835,30,1
Algar16,SPP,2017-12,Algar16 2017-12,0,0,0,0,0,0,0,2017,12,31,1.83070835,31,1
Algar16,SPP,2018-01,Algar16 2018-01,0,0,0,0,0,0,0,2018,1,31,1.83070835,31,1
Algar16,SPP,2018-02,Algar16 2018-02,0,0,0,0,0,0,0,2018,2,28,1.83070835,28,1
Algar16,SPP,2018-03,Algar16 2018-03,0,0,0,0,0,0,0,2018,3,31,1.83070835,31,1
Algar16,SPP,2018-04,Algar16 2018-04,0,0,0,0,0,0,0,2018,4,8,1.83070835,8,1
Algar17,SPP,2015-11,Algar17 2015-11,0,1,4,0,0,0,0,2015,11,25,1.267369755,16,0.64
Algar17,SPP,2015-12,Algar17 2015-12,0,1,4,0,0,0,0,2015,12,31,1.267369755,31,1
Algar17,SPP,2016-01,Algar17 2016-01,0,0,1,0,0,0,0,2016,1,31,1.267369755,31,1
Algar17,SPP,2016-02,Algar17 2016-02,0,0,0,0,0,0,0,2016,2,29,1.267369755,29,1
Algar17,SPP,2016-03,Algar17 2016-03,0,0,0,0,0,0,0,2016,3,31,1.267369755,31,1
Algar17,SPP,2016-04,Algar17 2016-04,0,0,0,0,0,0,0,2016,4,30,1.267369755,6,0.2
Algar17,SPP,2016-05,Algar17 2016-05,0,2,2,1,0,0,0,2016,5,31,1.267369755,0,0
Algar17,SPP,2016-06,Algar17 2016-06,0,0,1,0,0,0,0,2016,6,30,1.267369755,0,0
Algar17,SPP,2016-07,Algar17 2016-07,1,0,1,0,0,0,0,2016,7,31,1.267369755,0,0
Algar17,SPP,2016-08,Algar17 2016-08,0,0,9,1,0,0,0,2016,8,31,1.267369755,0,0
Algar17,SPP,2016-09,Algar17 2016-09,2,0,2,0,0,0,0,2016,9,30,1.267369755,0,0
Algar17,SPP,2016-10,Algar17 2016-10,0,0,1,0,0,0,0,2016,10,31,1.267369755,23,0.741935484
Algar17,SPP,2016-11,Algar17 2016-11,0,0,2,0,0,0,0,2016,11,30,1.267369755,13,0.433333333
Algar17,SPP,2016-12,Algar17 2016-12,0,0,2,0,0,0,0,2016,12,31,1.267369755,31,1
Algar17,SPP,2017-01,Algar17 2017-01,0,0,1,0,0,0,0,2017,1,31,1.267369755,31,1
Algar17,SPP,2017-02,Algar17 2017-02,0,0,1,0,0,0,0,2017,2,28,1.267369755,28,1
Algar17,SPP,2017-03,Algar17 2017-03,0,0,4,0,0,0,0,2017,3,31,1.267369755,29,0.935483871
Algar17,SPP,2017-04,Algar17 2017-04,0,0,3,1,0,0,0,2017,4,30,1.267369755,4,0.133333333
Algar17,SPP,2017-05,Algar17 2017-05,0,0,1,0,0,0,0,2017,5,31,1.267369755,0,0
Algar17,SPP,2017-06,Algar17 2017-06,1,0,3,0,0,0,0,2017,6,30,1.267369755,0,0
Algar17,SPP,2017-07,Algar17 2017-07,0,0,1,0,0,0,0,2017,7,31,1.267369755,0,0
