"","X.1","X","Site","Treatment","Yr_Month","Site_ym","Blackbear","Wolf","Coyote","Lynx","Caribou","WTDeer","Moose","Year","Month","ActiveDays","SnowDays","pSnow"
"558",558,558,"Algar19","SPP","2017-04","Algar19 2017-04",1,1,0,0,0,0,0,2017,4,30,4,0.133333333333333
"559",559,559,"Algar19","SPP","2017-05","Algar19 2017-05",0,0,0,0,1,0,0,2017,5,31,0,0
"560",560,560,"Algar19","SPP","2017-06","Algar19 2017-06",0,0,0,0,0,0,0,2017,6,2,0,0
"561",561,561,"Algar19","SPP","2017-07","Algar19 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"562",562,562,"Algar19","SPP","2017-08","Algar19 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"563",563,563,"Algar19","SPP","2017-09","Algar19 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"564",564,564,"Algar19","SPP","2017-10","Algar19 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"565",565,565,"Algar19","SPP","2017-11","Algar19 2017-11",0,0,0,0,0,0,0,2017,11,22,22,1
"566",566,566,"Algar19","SPP","2017-12","Algar19 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"567",567,567,"Algar19","SPP","2018-01","Algar19 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"568",568,568,"Algar19","SPP","2018-02","Algar19 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"569",569,569,"Algar19","SPP","2018-03","Algar19 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"570",570,570,"Algar19","SPP","2018-04","Algar19 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"571",571,571,"Algar20","SPP","2015-11","Algar20 2015-11",0,0,0,0,0,0,0,2015,11,25,16,0.64
"572",572,572,"Algar20","SPP","2015-12","Algar20 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"573",573,573,"Algar20","SPP","2016-01","Algar20 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"574",574,574,"Algar20","SPP","2016-02","Algar20 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"575",575,575,"Algar20","SPP","2016-03","Algar20 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"576",576,576,"Algar20","SPP","2016-04","Algar20 2016-04",0,0,0,0,0,0,0,2016,4,30,5,0.166666666666667
"577",577,577,"Algar20","SPP","2016-05","Algar20 2016-05",0,0,0,0,2,0,0,2016,5,31,0,0
"578",578,578,"Algar20","SPP","2016-06","Algar20 2016-06",0,0,0,0,6,0,0,2016,6,30,0,0
"579",579,579,"Algar20","SPP","2016-07","Algar20 2016-07",1,0,0,0,3,0,0,2016,7,31,0,0
"580",580,580,"Algar20","SPP","2016-08","Algar20 2016-08",1,0,0,0,0,0,0,2016,8,31,0,0
"581",581,581,"Algar20","SPP","2016-09","Algar20 2016-09",0,1,0,0,2,0,0,2016,9,30,0,0
"582",582,582,"Algar20","SPP","2016-10","Algar20 2016-10",1,0,0,0,0,0,0,2016,10,31,10,0.32258064516129
"583",583,583,"Algar20","SPP","2016-11","Algar20 2016-11",0,0,0,0,0,0,0,2016,11,30,3,0.1
"584",584,584,"Algar20","SPP","2016-12","Algar20 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"585",585,585,"Algar20","SPP","2017-01","Algar20 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"586",586,586,"Algar20","SPP","2017-02","Algar20 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"587",587,587,"Algar20","SPP","2017-03","Algar20 2017-03",0,0,0,0,0,0,0,2017,3,31,27,0.870967741935484
"588",588,588,"Algar20","SPP","2017-04","Algar20 2017-04",0,0,0,1,0,0,0,2017,4,30,4,0.133333333333333
"589",589,589,"Algar20","SPP","2017-05","Algar20 2017-05",0,0,0,0,1,0,0,2017,5,31,0,0
"590",590,590,"Algar20","SPP","2017-06","Algar20 2017-06",0,0,0,0,9,0,0,2017,6,30,0,0
"591",591,591,"Algar20","SPP","2017-07","Algar20 2017-07",1,0,0,0,0,0,0,2017,7,31,0,0
"592",592,592,"Algar20","SPP","2017-08","Algar20 2017-08",0,0,0,0,1,0,0,2017,8,31,0,0
"593",593,593,"Algar20","SPP","2017-09","Algar20 2017-09",0,1,0,0,0,0,0,2017,9,30,0,0
"594",594,594,"Algar20","SPP","2017-10","Algar20 2017-10",0,0,0,0,0,0,0,2017,10,31,7,0.225806451612903
"595",595,595,"Algar20","SPP","2017-11","Algar20 2017-11",0,0,0,0,0,0,0,2017,11,30,30,1
"596",596,596,"Algar20","SPP","2017-12","Algar20 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"597",597,597,"Algar20","SPP","2018-01","Algar20 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"598",598,598,"Algar20","SPP","2018-02","Algar20 2018-02",0,0,0,0,2,0,0,2018,2,28,28,1
"599",599,599,"Algar20","SPP","2018-03","Algar20 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"600",600,600,"Algar20","SPP","2018-04","Algar20 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"601",601,601,"Algar21","SPP","2015-11","Algar21 2015-11",0,0,0,0,0,3,0,2015,11,24,15,0.625
"602",602,602,"Algar21","SPP","2015-12","Algar21 2015-12",0,1,0,0,0,0,0,2015,12,31,31,1
"603",603,603,"Algar21","SPP","2016-01","Algar21 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"604",604,604,"Algar21","SPP","2016-02","Algar21 2016-02",0,2,0,0,0,0,0,2016,2,29,29,1
"605",605,605,"Algar21","SPP","2016-03","Algar21 2016-03",0,1,0,0,0,0,0,2016,3,31,31,1
"606",606,606,"Algar21","SPP","2016-04","Algar21 2016-04",0,1,0,0,0,0,0,2016,4,30,6,0.2
"607",607,607,"Algar21","SPP","2016-05","Algar21 2016-05",1,1,0,1,0,0,0,2016,5,31,0,0
"608",608,608,"Algar21","SPP","2016-06","Algar21 2016-06",2,2,0,0,0,5,0,2016,6,30,0,0
"609",609,609,"Algar21","SPP","2016-07","Algar21 2016-07",1,3,0,0,0,2,0,2016,7,31,0,0
"610",610,610,"Algar21","SPP","2016-08","Algar21 2016-08",10,3,0,0,0,3,0,2016,8,31,0,0
"611",611,611,"Algar21","SPP","2016-09","Algar21 2016-09",0,0,0,0,0,0,0,2016,9,30,0,0
"612",612,612,"Algar21","SPP","2016-10","Algar21 2016-10",0,1,0,0,0,0,0,2016,10,31,12,0.387096774193548
"613",613,613,"Algar21","SPP","2016-11","Algar21 2016-11",0,0,0,0,0,1,0,2016,11,30,4,0.133333333333333
"614",614,614,"Algar21","SPP","2016-12","Algar21 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"615",615,615,"Algar21","SPP","2017-01","Algar21 2017-01",0,0,0,0,0,1,0,2017,1,31,31,1
"616",616,616,"Algar21","SPP","2017-02","Algar21 2017-02",0,0,0,0,0,1,0,2017,2,28,28,1
"617",617,617,"Algar21","SPP","2017-03","Algar21 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"618",618,618,"Algar21","SPP","2017-04","Algar21 2017-04",0,0,0,0,0,0,0,2017,4,18,6,0.333333333333333
"619",619,619,"Algar21","SPP","2017-05","Algar21 2017-05",0,0,0,0,0,0,0,2017,5,0,0,NA
"620",620,620,"Algar21","SPP","2017-06","Algar21 2017-06",0,0,0,0,0,0,0,2017,6,0,0,NA
"621",621,621,"Algar21","SPP","2017-07","Algar21 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"622",622,622,"Algar21","SPP","2017-08","Algar21 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"623",623,623,"Algar21","SPP","2017-09","Algar21 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"624",624,624,"Algar21","SPP","2017-10","Algar21 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"625",625,625,"Algar21","SPP","2017-11","Algar21 2017-11",0,0,0,0,0,0,0,2017,11,7,7,1
"626",626,626,"Algar21","SPP","2017-12","Algar21 2017-12",0,0,0,0,0,0,0,2017,12,0,0,NA
"627",627,627,"Algar21","SPP","2018-01","Algar21 2018-01",0,0,0,0,0,0,0,2018,1,0,0,NA
"628",628,628,"Algar21","SPP","2018-02","Algar21 2018-02",0,0,0,0,0,0,0,2018,2,0,0,NA
"629",629,629,"Algar21","SPP","2018-03","Algar21 2018-03",0,0,0,0,0,0,0,2018,3,0,0,NA
"630",630,630,"Algar21","SPP","2018-04","Algar21 2018-04",0,0,0,0,0,0,0,2018,4,0,0,NA
"631",631,631,"Algar22","SPP","2015-11","Algar22 2015-11",0,3,0,0,0,4,0,2015,11,24,15,0.625
"632",632,632,"Algar22","SPP","2015-12","Algar22 2015-12",0,0,0,0,0,5,1,2015,12,31,31,1
"633",633,633,"Algar22","SPP","2016-01","Algar22 2016-01",0,1,1,0,0,1,0,2016,1,31,31,1
"634",634,634,"Algar22","SPP","2016-02","Algar22 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"635",635,635,"Algar22","SPP","2016-03","Algar22 2016-03",0,3,0,0,0,0,0,2016,3,31,31,1
"636",636,636,"Algar22","SPP","2016-04","Algar22 2016-04",1,9,0,0,0,0,0,2016,4,30,8,0.266666666666667
"637",637,637,"Algar22","SPP","2016-05","Algar22 2016-05",4,6,0,0,0,0,0,2016,5,31,0,0
"638",638,638,"Algar22","SPP","2016-06","Algar22 2016-06",5,9,1,0,0,1,0,2016,6,30,0,0
"639",639,639,"Algar22","SPP","2016-07","Algar22 2016-07",3,0,1,0,0,0,0,2016,7,31,0,0
"640",640,640,"Algar22","SPP","2016-08","Algar22 2016-08",2,0,0,0,0,1,0,2016,8,31,0,0
"641",641,641,"Algar22","SPP","2016-09","Algar22 2016-09",6,1,0,0,0,0,0,2016,9,30,0,0
"642",642,642,"Algar22","SPP","2016-10","Algar22 2016-10",0,1,0,1,0,0,0,2016,10,31,23,0.741935483870968
"643",643,643,"Algar22","SPP","2016-11","Algar22 2016-11",0,3,1,1,0,0,0,2016,11,30,16,0.533333333333333
"644",644,644,"Algar22","SPP","2016-12","Algar22 2016-12",0,1,0,0,0,0,0,2016,12,31,31,1
"645",645,645,"Algar22","SPP","2017-01","Algar22 2017-01",0,0,0,0,0,3,0,2017,1,31,31,1
"646",646,646,"Algar22","SPP","2017-02","Algar22 2017-02",0,1,0,0,0,0,0,2017,2,28,28,1
"647",647,647,"Algar22","SPP","2017-03","Algar22 2017-03",0,3,0,0,0,0,0,2017,3,31,31,1
"648",648,648,"Algar22","SPP","2017-04","Algar22 2017-04",0,7,0,0,0,0,0,2017,4,30,10,0.333333333333333
"649",649,649,"Algar22","SPP","2017-05","Algar22 2017-05",4,12,0,0,0,3,2,2017,5,31,0,0
"650",650,650,"Algar22","SPP","2017-06","Algar22 2017-06",4,12,0,0,0,3,0,2017,6,30,0,0
"651",651,651,"Algar22","SPP","2017-07","Algar22 2017-07",0,0,0,0,0,0,0,2017,7,31,0,0
"652",652,652,"Algar22","SPP","2017-08","Algar22 2017-08",0,0,0,0,0,0,0,2017,8,31,0,0
"653",653,653,"Algar22","SPP","2017-09","Algar22 2017-09",0,0,0,0,0,0,0,2017,9,30,0,0
"654",654,654,"Algar22","SPP","2017-10","Algar22 2017-10",0,0,0,0,0,0,0,2017,10,31,9,0.290322580645161
"655",655,655,"Algar22","SPP","2017-11","Algar22 2017-11",0,1,0,0,0,0,0,2017,11,30,30,1
"656",656,656,"Algar22","SPP","2017-12","Algar22 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"657",657,657,"Algar22","SPP","2018-01","Algar22 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"658",658,658,"Algar22","SPP","2018-02","Algar22 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"659",659,659,"Algar22","SPP","2018-03","Algar22 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"660",660,660,"Algar22","SPP","2018-04","Algar22 2018-04",0,0,0,0,0,0,0,2018,4,7,7,1
"661",661,661,"Algar23","SPP","2015-11","Algar23 2015-11",0,0,0,0,0,1,0,2015,11,24,16,0.666666666666667
"662",662,662,"Algar23","SPP","2015-12","Algar23 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"663",663,663,"Algar23","SPP","2016-01","Algar23 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"664",664,664,"Algar23","SPP","2016-02","Algar23 2016-02",0,1,0,0,0,0,0,2016,2,29,29,1
"665",665,665,"Algar23","SPP","2016-03","Algar23 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"666",666,666,"Algar23","SPP","2016-04","Algar23 2016-04",1,1,0,0,0,0,0,2016,4,30,13,0.433333333333333
"667",667,667,"Algar23","SPP","2016-05","Algar23 2016-05",1,1,0,0,0,2,0,2016,5,31,0,0
"668",668,668,"Algar23","SPP","2016-06","Algar23 2016-06",2,0,0,0,0,4,0,2016,6,30,0,0
"669",669,669,"Algar23","SPP","2016-07","Algar23 2016-07",4,0,0,0,0,2,1,2016,7,31,0,0
"670",670,670,"Algar23","SPP","2016-08","Algar23 2016-08",9,1,0,0,0,1,4,2016,8,31,0,0
"671",671,671,"Algar23","SPP","2016-09","Algar23 2016-09",2,0,0,0,0,0,0,2016,9,30,0,0
"672",672,672,"Algar23","SPP","2016-10","Algar23 2016-10",0,0,0,0,0,0,0,2016,10,31,17,0.548387096774194
"673",673,673,"Algar23","SPP","2016-11","Algar23 2016-11",0,1,0,0,0,0,0,2016,11,30,5,0.166666666666667
"674",674,674,"Algar23","SPP","2016-12","Algar23 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"675",675,675,"Algar23","SPP","2017-01","Algar23 2017-01",0,0,0,0,0,0,1,2017,1,31,31,1
"676",676,676,"Algar23","SPP","2017-02","Algar23 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"677",677,677,"Algar23","SPP","2017-03","Algar23 2017-03",0,0,0,0,0,0,0,2017,3,31,31,1
"678",678,678,"Algar23","SPP","2017-04","Algar23 2017-04",0,0,0,0,0,0,0,2017,4,30,9,0.3
"679",679,679,"Algar23","SPP","2017-05","Algar23 2017-05",6,0,0,0,0,0,1,2017,5,31,0,0
"680",680,680,"Algar23","SPP","2017-06","Algar23 2017-06",1,0,0,0,0,0,0,2017,6,11,0,0
"681",681,681,"Algar23","SPP","2017-07","Algar23 2017-07",0,0,0,0,0,0,0,2017,7,0,0,NA
"682",682,682,"Algar23","SPP","2017-08","Algar23 2017-08",0,0,0,0,0,0,0,2017,8,0,0,NA
"683",683,683,"Algar23","SPP","2017-09","Algar23 2017-09",0,0,0,0,0,0,0,2017,9,0,0,NA
"684",684,684,"Algar23","SPP","2017-10","Algar23 2017-10",0,0,0,0,0,0,0,2017,10,0,0,NA
"685",685,685,"Algar23","SPP","2017-11","Algar23 2017-11",0,0,0,0,0,0,0,2017,11,24,24,1
"686",686,686,"Algar23","SPP","2017-12","Algar23 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"687",687,687,"Algar23","SPP","2018-01","Algar23 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"688",688,688,"Algar23","SPP","2018-02","Algar23 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"689",689,689,"Algar23","SPP","2018-03","Algar23 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"690",690,690,"Algar23","SPP","2018-04","Algar23 2018-04",0,0,0,0,0,0,0,2018,4,7,6,0.857142857142857
"691",691,691,"Algar24","SPP","2015-11","Algar24 2015-11",0,0,0,0,0,0,0,2015,11,24,15,0.625
"692",692,692,"Algar24","SPP","2015-12","Algar24 2015-12",0,0,0,0,0,0,0,2015,12,31,31,1
"693",693,693,"Algar24","SPP","2016-01","Algar24 2016-01",0,0,0,0,0,0,0,2016,1,31,31,1
"694",694,694,"Algar24","SPP","2016-02","Algar24 2016-02",0,0,0,0,0,0,0,2016,2,29,29,1
"695",695,695,"Algar24","SPP","2016-03","Algar24 2016-03",0,0,0,0,0,0,0,2016,3,31,31,1
"696",696,696,"Algar24","SPP","2016-04","Algar24 2016-04",0,0,0,0,2,0,0,2016,4,30,6,0.2
"697",697,697,"Algar24","SPP","2016-05","Algar24 2016-05",0,1,0,0,2,0,0,2016,5,31,0,0
"698",698,698,"Algar24","SPP","2016-06","Algar24 2016-06",1,0,0,0,1,0,0,2016,6,30,0,0
"699",699,699,"Algar24","SPP","2016-07","Algar24 2016-07",1,0,0,0,4,0,0,2016,7,31,0,0
"700",700,700,"Algar24","SPP","2016-08","Algar24 2016-08",0,0,0,0,0,0,0,2016,8,31,0,0
"701",701,701,"Algar24","SPP","2016-09","Algar24 2016-09",0,0,0,0,0,0,0,2016,9,30,0,0
"702",702,702,"Algar24","SPP","2016-10","Algar24 2016-10",0,0,0,0,0,0,0,2016,10,31,14,0.451612903225806
"703",703,703,"Algar24","SPP","2016-11","Algar24 2016-11",0,0,0,0,0,0,0,2016,11,30,4,0.133333333333333
"704",704,704,"Algar24","SPP","2016-12","Algar24 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"705",705,705,"Algar24","SPP","2017-01","Algar24 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"706",706,706,"Algar24","SPP","2017-02","Algar24 2017-02",0,0,0,0,0,0,0,2017,2,28,28,1
"707",707,707,"Algar24","SPP","2017-03","Algar24 2017-03",0,0,0,0,0,0,0,2017,3,31,30,0.967741935483871
"708",708,708,"Algar24","SPP","2017-04","Algar24 2017-04",0,0,0,0,0,0,0,2017,4,30,4,0.133333333333333
"709",709,709,"Algar24","SPP","2017-05","Algar24 2017-05",0,0,0,0,2,0,0,2017,5,31,0,0
"710",710,710,"Algar24","SPP","2017-06","Algar24 2017-06",1,0,0,0,3,0,0,2017,6,30,0,0
"711",711,711,"Algar24","SPP","2017-07","Algar24 2017-07",0,0,0,0,4,0,0,2017,7,31,0,0
"712",712,712,"Algar24","SPP","2017-08","Algar24 2017-08",0,0,0,0,1,1,0,2017,8,31,0,0
"713",713,713,"Algar24","SPP","2017-09","Algar24 2017-09",0,1,0,0,0,0,0,2017,9,30,0,0
"714",714,714,"Algar24","SPP","2017-10","Algar24 2017-10",0,0,0,0,0,0,0,2017,10,31,8,0.258064516129032
"715",715,715,"Algar24","SPP","2017-11","Algar24 2017-11",0,0,0,0,0,0,0,2017,11,30,30,1
"716",716,716,"Algar24","SPP","2017-12","Algar24 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"717",717,717,"Algar24","SPP","2018-01","Algar24 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"718",718,718,"Algar24","SPP","2018-02","Algar24 2018-02",0,0,0,0,1,0,0,2018,2,28,28,1
"719",719,719,"Algar24","SPP","2018-03","Algar24 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"720",720,720,"Algar24","SPP","2018-04","Algar24 2018-04",0,0,0,0,0,0,0,2018,4,8,8,1
"721",721,721,"Algar25","SPP","2015-11","Algar25 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"722",722,722,"Algar25","SPP","2015-12","Algar25 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"723",723,723,"Algar25","SPP","2016-01","Algar25 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"724",724,724,"Algar25","SPP","2016-02","Algar25 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"725",725,725,"Algar25","SPP","2016-03","Algar25 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"726",726,726,"Algar25","SPP","2016-04","Algar25 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"727",727,727,"Algar25","SPP","2016-05","Algar25 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"728",728,728,"Algar25","SPP","2016-06","Algar25 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"729",729,729,"Algar25","SPP","2016-07","Algar25 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"730",730,730,"Algar25","SPP","2016-08","Algar25 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"731",731,731,"Algar25","SPP","2016-09","Algar25 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"732",732,732,"Algar25","SPP","2016-10","Algar25 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"733",733,733,"Algar25","SPP","2016-11","Algar25 2016-11",0,0,0,0,0,0,0,2016,11,20,5,0.25
"734",734,734,"Algar25","SPP","2016-12","Algar25 2016-12",0,2,0,0,0,0,6,2016,12,31,31,1
"735",735,735,"Algar25","SPP","2017-01","Algar25 2017-01",0,0,0,0,0,0,3,2017,1,31,31,1
"736",736,736,"Algar25","SPP","2017-02","Algar25 2017-02",0,0,0,0,0,0,2,2017,2,28,28,1
"737",737,737,"Algar25","SPP","2017-03","Algar25 2017-03",0,0,0,0,0,0,0,2017,3,31,29,0.935483870967742
"738",738,738,"Algar25","SPP","2017-04","Algar25 2017-04",0,0,0,0,0,0,0,2017,4,30,7,0.233333333333333
"739",739,739,"Algar25","SPP","2017-05","Algar25 2017-05",0,0,0,0,0,0,1,2017,5,31,0,0
"740",740,740,"Algar25","SPP","2017-06","Algar25 2017-06",0,0,0,0,0,0,0,2017,6,30,0,0
"741",741,741,"Algar25","SPP","2017-07","Algar25 2017-07",0,0,0,0,0,0,0,2017,7,31,0,0
"742",742,742,"Algar25","SPP","2017-08","Algar25 2017-08",0,0,0,0,0,0,0,2017,8,31,0,0
"743",743,743,"Algar25","SPP","2017-09","Algar25 2017-09",0,0,0,0,0,0,0,2017,9,30,0,0
"744",744,744,"Algar25","SPP","2017-10","Algar25 2017-10",0,1,0,0,0,0,0,2017,10,31,7,0.225806451612903
"745",745,745,"Algar25","SPP","2017-11","Algar25 2017-11",0,0,0,0,0,0,6,2017,11,30,30,1
"746",746,746,"Algar25","SPP","2017-12","Algar25 2017-12",0,0,0,0,0,0,1,2017,12,31,31,1
"747",747,747,"Algar25","SPP","2018-01","Algar25 2018-01",0,0,0,0,0,0,3,2018,1,31,31,1
"748",748,748,"Algar25","SPP","2018-02","Algar25 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"749",749,749,"Algar25","SPP","2018-03","Algar25 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"750",750,750,"Algar25","SPP","2018-04","Algar25 2018-04",0,0,0,0,0,0,0,2018,4,8,7,0.875
"751",751,751,"Algar26","SPP","2015-11","Algar26 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"752",752,752,"Algar26","SPP","2015-12","Algar26 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"753",753,753,"Algar26","SPP","2016-01","Algar26 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"754",754,754,"Algar26","SPP","2016-02","Algar26 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"755",755,755,"Algar26","SPP","2016-03","Algar26 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"756",756,756,"Algar26","SPP","2016-04","Algar26 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"757",757,757,"Algar26","SPP","2016-05","Algar26 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"758",758,758,"Algar26","SPP","2016-06","Algar26 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"759",759,759,"Algar26","SPP","2016-07","Algar26 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"760",760,760,"Algar26","SPP","2016-08","Algar26 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"761",761,761,"Algar26","SPP","2016-09","Algar26 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"762",762,762,"Algar26","SPP","2016-10","Algar26 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"763",763,763,"Algar26","SPP","2016-11","Algar26 2016-11",0,0,0,0,0,0,0,2016,11,20,10,0.5
"764",764,764,"Algar26","SPP","2016-12","Algar26 2016-12",0,0,0,0,0,0,0,2016,12,31,31,1
"765",765,765,"Algar26","SPP","2017-01","Algar26 2017-01",0,0,0,0,0,0,0,2017,1,31,31,1
"766",766,766,"Algar26","SPP","2017-02","Algar26 2017-02",0,0,0,0,0,0,1,2017,2,28,28,1
"767",767,767,"Algar26","SPP","2017-03","Algar26 2017-03",0,0,0,0,0,0,0,2017,3,31,30,0.967741935483871
"768",768,768,"Algar26","SPP","2017-04","Algar26 2017-04",0,0,0,0,0,0,0,2017,4,30,8,0.266666666666667
"769",769,769,"Algar26","SPP","2017-05","Algar26 2017-05",2,1,0,0,0,0,0,2017,5,31,0,0
"770",770,770,"Algar26","SPP","2017-06","Algar26 2017-06",0,0,0,0,0,1,1,2017,6,30,0,0
"771",771,771,"Algar26","SPP","2017-07","Algar26 2017-07",0,0,0,0,0,0,0,2017,7,31,0,0
"772",772,772,"Algar26","SPP","2017-08","Algar26 2017-08",0,0,0,0,0,0,0,2017,8,31,0,0
"773",773,773,"Algar26","SPP","2017-09","Algar26 2017-09",0,0,0,0,0,0,0,2017,9,30,0,0
"774",774,774,"Algar26","SPP","2017-10","Algar26 2017-10",1,0,0,0,0,0,0,2017,10,31,8,0.258064516129032
"775",775,775,"Algar26","SPP","2017-11","Algar26 2017-11",0,0,0,0,0,0,0,2017,11,30,30,1
"776",776,776,"Algar26","SPP","2017-12","Algar26 2017-12",0,0,0,0,0,0,0,2017,12,31,31,1
"777",777,777,"Algar26","SPP","2018-01","Algar26 2018-01",0,0,0,0,0,0,0,2018,1,31,31,1
"778",778,778,"Algar26","SPP","2018-02","Algar26 2018-02",0,0,0,0,0,0,0,2018,2,28,28,1
"779",779,779,"Algar26","SPP","2018-03","Algar26 2018-03",0,0,0,0,0,0,0,2018,3,31,31,1
"780",780,780,"Algar26","SPP","2018-04","Algar26 2018-04",0,0,0,0,0,0,0,2018,4,8,7,0.875
"781",781,781,"Algar27","HumanUse","2015-11","Algar27 2015-11",0,0,0,0,0,0,0,2015,11,0,0,NA
"782",782,782,"Algar27","HumanUse","2015-12","Algar27 2015-12",0,0,0,0,0,0,0,2015,12,0,0,NA
"783",783,783,"Algar27","HumanUse","2016-01","Algar27 2016-01",0,0,0,0,0,0,0,2016,1,0,0,NA
"784",784,784,"Algar27","HumanUse","2016-02","Algar27 2016-02",0,0,0,0,0,0,0,2016,2,0,0,NA
"785",785,785,"Algar27","HumanUse","2016-03","Algar27 2016-03",0,0,0,0,0,0,0,2016,3,0,0,NA
"786",786,786,"Algar27","HumanUse","2016-04","Algar27 2016-04",0,0,0,0,0,0,0,2016,4,0,0,NA
"787",787,787,"Algar27","HumanUse","2016-05","Algar27 2016-05",0,0,0,0,0,0,0,2016,5,0,0,NA
"788",788,788,"Algar27","HumanUse","2016-06","Algar27 2016-06",0,0,0,0,0,0,0,2016,6,0,0,NA
"789",789,789,"Algar27","HumanUse","2016-07","Algar27 2016-07",0,0,0,0,0,0,0,2016,7,0,0,NA
"790",790,790,"Algar27","HumanUse","2016-08","Algar27 2016-08",0,0,0,0,0,0,0,2016,8,0,0,NA
"791",791,791,"Algar27","HumanUse","2016-09","Algar27 2016-09",0,0,0,0,0,0,0,2016,9,0,0,NA
"792",792,792,"Algar27","HumanUse","2016-10","Algar27 2016-10",0,0,0,0,0,0,0,2016,10,0,0,NA
"793",793,793,"Algar27","HumanUse","2016-11","Algar27 2016-11",0,2,0,0,0,1,0,2016,11,20,12,0.6
"794",794,794,"Algar27","HumanUse","2016-12","Algar27 2016-12",0,1,0,0,0,1,0,2016,12,31,31,1
"795",795,795,"Algar27","HumanUse","2017-01","Algar27 2017-01",0,3,1,0,0,0,1,2017,1,31,31,1
